observation_ID,A,B,C,D,E,F,G
70702-01-05-02,1.404e+03,0.1715795115228543,1.48229,0.268119,4.99600,1.73529,76.5064
70702-01-05-03,1.374e+03,0.17494330179088136,1.44412,0.232232,4.98348,1.77390,69.0858
70702-01-06-00,1.093e+03,0.20574534161490682,1.30189,0.121018,4.98637,1.95228,38.8050
70702-01-06-01,1.129e+03,0.20637158161826896,1.27439,0.109132,4.97743,1.97952,38.6121
70702-01-07-00,1.124e+03,0.21011966456232922,1.24626,9.52438E-02,4.99206,2.00882,36.8861
70702-01-08-00,1.529e+03,0.18830717955839466,1.59305,0.413869,4.98044,1.84003,64.0034
70702-01-08-01,1.532e+03,0.18594984065401132,1.58282,0.405182,4.90522,1.82674,67.5136
70702-01-09-00,1.160e+03,0.20349848887260735,1.34249,0.144683,5.37904,1.94953,40.1854
70702-01-10-00,1.268e+03,0.1993965300477747,1.30783,0.136174,5.14583,1.94162,46.5220
70702-01-11-00,1.126e+03,0.21510426451249298,1.20748,7.73368E-02,5.11201,2.03838,34.7773
70702-01-11-01,1.128e+03,0.21319320634324854,1.36839,0.158627,5.62949,1.98869,34.6194
70702-01-12-00,1.288e+03,0.1900662251655629,1.53920,0.313784,5.73116,1.73148,65.4381
70702-01-12-01,1.264e+03,0.19406257906721766,1.38029,0.182007,5.36313,1.84691,53.9891
70702-01-14-00,1.229e+03,0.1903189362996437,1.44165,0.216715,5.62014,1.79495,57.3018
70702-01-18-00,1.353e+03,0.18961571845656122,1.44551,0.242315,5.42705,1.79766,63.0966
70702-01-18-01,1.383e+03,0.18998073217726397,1.39933,0.207403,5.36276,1.84191,60.3989
70702-01-19-00,1.465e+03,0.1981988524947345,1.41027,0.235295,5.40259,1.87795,57.0641
70702-01-20-00,1.946e+03,0.16132950530035334,1.89759,1.06153,6.84910,1.43728,200.004
70702-01-20-01,1.957e+03,0.1613151105988254,1.79628,0.857904,6.08527,1.48836,188.750
70702-01-21-00,1.859e+03,0.1756375568476196,1.61824,0.545561,5.42967,1.65268,116.060
70702-01-21-01,1.678e+03,0.18152866242038215,1.52347,0.376397,5.35639,1.73877,88.5072
70702-01-22-00,2.537e+03,0.1484854903622114,1.96728,1.49081,6.67066,1.41056,315.147
70702-01-23-00,1.902e+03,0.17253421956852363,1.67771,0.639464,5.56664,1.62352,125.069
70702-01-24-00,1.290e+03,0.17945729981688033,1.42172,0.215696,5.07268,1.71871,73.7781
70702-01-25-00,2.257e+03,0.157257872421514,1.82570,1.03623,5.77554,1.48941,212.146
70702-01-25-01,2.563e+03,0.15325285043594905,1.90511,1.36831,6.14936,1.44762,275.189
70702-01-32-00,1.744e+03,0.14416080897767913,1.82529,0.727181,4.96100,1.55102,152.990
70702-01-32-01,1.706e+03,0.14728682170542634,1.69833,0.536887,4.68111,1.61339,133.845
70702-01-32-02,1.702e+03,0.148734776298353,1.78241,0.636802,4.97683,1.60794,126.820
70702-01-44-00,2.031e+03,0.12883631713554988,2.04013,1.20177,4.99301,1.46530,204.745
70702-01-44-01,1.992e+03,0.1195687683763476,2.10734,1.32543,4.98369,1.39138,263.804
70702-01-45-00,2.404e+03,0.10294318336896692,2.10222,1.50446,4.72996,1.31271,484.791
70702-01-46-00,2.054e+03,0.11049928522263991,2.20478,1.52457,4.91993,1.36885,287.539
70702-01-47-00,1.992e+03,0.16211585822893243,1.90760,1.01491,4.96490,1.66405,107.632
70702-01-47-01,2.030e+03,0.16391119508738783,1.77142,0.768078,4.73141,1.73736,104.658
70702-01-48-00,1.923e+03,0.14949314915896178,1.90767,0.940179,4.90436,1.60824,129.827
70702-01-48-01,1.930e+03,0.15192190359975594,1.83749,0.816149,4.82223,1.64628,124.806
70702-01-50-00,1.823e+03,0.1786088780146802,1.75338,0.715224,4.97646,1.75767,84.9840
70702-01-50-01,1.804e+03,0.17907373624433592,1.80647,0.831682,4.97756,1.70272,88.2160
70702-01-51-00,1.713e+03,0.1850888599913307,1.71486,0.649421,4.95707,1.75910,78.5184
70702-01-52-00,1.603e+03,0.17425097987112204,1.72121,0.597246,4.95905,1.70171,87.9804
70702-01-54-00,1.729e+03,0.17237126117792168,1.75470,0.663848,4.97542,1.72149,87.2834
70702-01-54-01,1.743e+03,0.17578053400134416,1.69588,0.578364,4.93098,1.77708,80.6101
70703-01-01-02,2.377e+03,0.10919671905787472,2.06858,1.38806,5.00136,1.35940,401.925
70703-01-01-03,2.093e+03,0.11934327427651062,2.00536,1.12354,4.99013,1.42158,264.759
70703-01-01-04,2.006e+03,0.12633972068853525,1.94899,0.999612,4.99163,1.45579,222.579
70703-01-01-05,1.950e+03,0.13171490472751515,1.92795,0.954677,4.98743,1.48469,193.220
70703-01-01-07,1.921e+03,0.13352112676056338,1.88935,0.886572,4.86059,1.49998,185.832
70703-01-01-08,1.874e+03,0.13905376591943758,1.90884,0.915565,4.99180,1.51737,162.499
70703-01-01-10,1.864e+03,0.13777107735126987,1.88919,0.858104,4.96210,1.52747,163.189
70703-01-01-11,1.896e+03,0.13363371927222953,1.92733,0.922566,4.97793,1.50700,176.659
70703-01-01-12,1.875e+03,0.13814955640050697,1.72961,0.593178,4.65513,1.60729,147.356
70703-01-01-13,1.875e+03,0.13749424228466145,1.65372,0.514297,4.43201,1.59698,160.038
70703-01-01-14,1.876e+03,0.1414141414141414,1.90363,0.912670,4.99449,1.53347,161.260
80127-02-01-01,1.874e+03,0.16875142142369798,1.71053,0.647889,4.71900,1.74239,96.0553
80127-02-02-00,1.845e+03,0.1684471906219322,1.79591,0.765698,4.95887,1.70780,96.1778
80127-02-02-01,1.854e+03,0.16982867655513392,1.79774,0.764966,4.96429,1.72722,90.2523
80127-02-02-02,1.863e+03,0.16823980321491908,1.74336,0.668613,4.84309,1.75487,90.5498
80127-02-03-00,1.876e+03,0.16855974557019537,1.83856,0.877845,4.98161,1.67151,101.469
80127-05-05-00,2.281e+03,0.13336817598707654,1.90690,1.17013,5.18040,1.38589,328.568
80127-05-05-01,2.066e+03,0.13611329661683713,1.81559,0.861257,4.99721,1.44459,254.473
80127-05-05-02,2.205e+03,0.13376923455090706,1.84539,0.984714,4.99010,1.42035,293.675
80188-01-01-00,1.658e+03,0.1825752722613709,1.66222,0.530396,4.92443,1.78787,75.8917
80188-01-01-01,1.659e+03,0.18373879641485275,1.67629,0.550847,4.98952,1.78900,74.2968
80188-01-01-02,1.672e+03,0.18191056910569103,1.69123,0.573859,4.98250,1.77062,78.4120
80188-01-01-03,1.665e+03,0.18477914462362163,1.65294,0.514861,4.99195,1.81159,72.6751
80188-01-01-04,1.651e+03,0.18312214575159194,1.65939,0.528888,4.91245,1.78405,76.1270
80188-02-01-00,1.534e+03,0.1934258683792556,1.66349,0.545491,4.98267,1.75756,70.9801
80188-03-01-01,1.511e+03,0.19683495553532668,1.62360,0.486836,4.97380,1.79182,66.8443
80701-01-01-00,1.438e+03,0.19064482809502728,1.55796,0.359977,4.99273,1.84442,59.9178
80701-01-01-01,1.434e+03,0.18912914691943128,1.53954,0.331959,4.98365,1.86583,58.3762
80701-01-01-02,1.468e+03,0.18386559490187557,1.58179,0.372614,4.99325,1.83870,62.2488
80701-01-02-00,1.459e+03,0.17829230881601052,1.60803,0.403014,4.98923,1.76815,71.0785
80701-01-02-01,1.461e+03,0.1711738049992691,1.59525,0.376967,4.98595,1.74627,78.9707
80701-01-02-02,1.488e+03,0.16780452748832195,1.66179,0.461551,4.99073,1.68945,88.9053
80701-01-08-01,2.584e+03,0.15491786234144314,2.03263,1.77813,7.24082,1.37505,329.024
80701-01-11-00,1.497e+03,0.1811485375098334,1.42080,0.245397,4.99369,1.76169,78.5411
80701-01-11-01,1.416e+03,0.1826086956521739,1.41537,0.229288,4.99163,1.76763,72.8464
80701-01-11-02,1.472e+03,0.17927823050058206,1.42708,0.246147,4.99406,1.74565,81.4978
80701-01-12-00,1.578e+03,0.18073923363852154,1.63306,0.483496,5.72379,1.65970,92.7501
80701-01-19-00,1.849e+03,0.1714501072650316,1.83788,0.916149,6.64013,1.47716,171.375
80701-01-19-01,1.869e+03,0.17120734155434472,1.90687,1.07249,7.05775,1.44619,177.634
80701-01-19-02,1.764e+03,0.1721411192214112,1.82719,0.838852,6.69760,1.50049,152.542
80701-01-19-03,1.609e+03,0.1778177218560682,1.71601,0.616768,6.06601,1.55469,125.748
80701-01-23-00,1.343e+03,0.20044419766796223,1.50510,0.303724,5.60771,1.77577,62.3827
80701-01-23-01,1.313e+03,0.19995133030499676,1.47853,0.269961,5.56971,1.79935,59.0458
80701-01-23-02,1.383e+03,0.19731667823270876,1.58914,0.390769,5.91330,1.73115,67.2468
80701-01-26-00,1.307e+03,0.20169298388409573,1.56603,0.357602,5.80740,1.74173,62.8970
80701-01-32-00,1.189e+03,0.21560410164957647,1.39351,0.194574,5.42647,1.89812,43.5550
80701-01-40-01,2.090e+03,0.12692665770145856,2.09465,1.37829,4.98642,1.43951,223.973
80701-01-51-00,1.232e+03,0.2110202324580284,1.45421,0.242879,5.61284,1.85479,48.9509
80701-01-52-01,1.933e+03,0.16629785350741316,1.69994,0.693399,5.75507,1.51431,202.527
80701-01-53-00,1.358e+03,0.18999685435671596,1.74641,0.567246,7.01973,1.58235,88.6300
80701-01-53-01,1.294e+03,0.19610914186794162,1.57272,0.347830,6.06916,1.71774,66.4901
80701-01-54-00,1.278e+03,0.20106524633821574,1.46891,0.259326,5.62299,1.77746,62.1206
80701-01-54-01,1.434e+03,0.191739098135354,1.61504,0.433906,6.04270,1.66825,85.1532
80701-01-54-02,1.278e+03,0.203095099425909,1.41715,0.217019,5.51897,1.82551,56.8100
80701-01-55-00,1.227e+03,0.2053014553014553,1.42762,0.220473,5.56111,1.81423,55.2605
80701-01-55-01,1.209e+03,0.2049410937225251,1.45093,0.234497,5.62536,1.80378,54.7166
80701-01-55-02,1.104e+03,0.20883456837647965,1.53747,0.280845,6.13080,1.77950,48.0612
80701-01-56-00,1.047e+03,0.21303334346812605,1.49663,0.240159,5.98816,1.81044,43.4640
80701-01-57-00,1.079e+03,0.22757946210268948,1.37848,0.172006,5.70149,1.95128,35.5132
80701-01-58-00,1.240e+03,0.20487302676733016,1.56162,0.333005,6.02883,1.76174,55.7451
80701-01-58-01,1.195e+03,0.20688122332859174,1.37291,0.175843,5.39117,1.86116,49.7545
80701-01-58-02,1.215e+03,0.2062811652523839,1.35967,0.167545,5.41360,1.87974,49.2818
80701-01-58-03,1.235e+03,0.20965659695326622,1.50077,0.277509,5.87671,1.83117,48.4382
80701-01-59-00,1.218e+03,0.19846126945270154,1.39093,0.184551,5.33854,1.83225,55.3354
80701-01-59-01,1.181e+03,0.20221581696991534,1.41766,0.197739,5.44370,1.84437,50.3431
80701-01-59-02,1.195e+03,0.2025091200284723,1.24476,9.88060E-02,4.99215,1.89876,51.1161
80701-01-60-00,1.754e+03,0.17373010549423742,1.76129,0.738047,6.33202,1.51324,161.625
80701-01-60-02,1.694e+03,0.17340748230535893,1.66304,0.569486,5.76440,1.54386,152.904
80701-01-61-00,1.548e+03,0.18706474522512584,1.73185,0.617233,6.52478,1.59823,101.131
80701-01-61-01,1.596e+03,0.18340026773761714,1.73654,0.648857,6.35744,1.56608,117.772
80701-01-61-02,1.452e+03,0.19079817727473178,1.65029,0.479770,6.12456,1.65090,86.2733
80701-01-62-00,1.116e+03,0.21663498098859316,1.31798,0.134335,5.35220,1.94427,39.1353
80701-01-62-01,1.107e+03,0.21806167400881055,1.30847,0.128069,5.37911,1.95828,37.9173
80701-01-62-02,1.120e+03,0.21810271446136387,1.33485,0.146615,5.35797,1.93480,39.4315
90105-01-03-00,2.829e+03,0.13023522662076878,1.95214,1.54219,5.23973,1.38299,423.452
90105-01-03-01,3.031e+03,0.127936031984008,2.12953,2.26327,5.92658,1.32632,493.952
90105-02-01-00,3.110e+03,0.12344217781800461,2.10397,2.21165,5.62843,1.31256,575.432
90105-02-01-01,3.615e+03,0.1224764468371467,2.24152,3.16534,6.25210,1.29302,655.411
90105-02-01-02,3.073e+03,0.1253654584522174,2.09317,2.13738,5.64418,1.32863,524.786
90105-02-02-00,3.042e+03,0.12501779866154067,1.97390,1.69250,5.16531,1.36514,499.870
90105-02-03-00,3.477e+03,0.12579692116311617,2.12722,2.56115,5.81497,1.32539,590.792
90105-02-04-00,1.055e+03,0.1720736296145632,1.66819,0.360242,6.31680,1.49982,107.888
90105-02-05-00,1.886e+03,0.16604955853033324,1.88189,1.05065,6.53931,1.41308,210.770
90105-05-03-00,2.049e+03,0.17008569202804466,1.86159,0.980291,4.98573,1.68954,107.869
90105-05-03-01,2.013e+03,0.16953005233387958,1.87695,1.01355,4.97575,1.66394,111.386
90105-05-03-02,2.009e+03,0.1695336897263537,1.76829,0.810643,4.69996,1.70330,111.437
90105-05-03-03,2.019e+03,0.16899404542340726,1.76434,0.766742,4.76943,1.74388,103.097
90105-05-03-04,1.965e+03,0.16178385416666666,1.89487,0.997085,4.96651,1.63215,121.560
90105-05-03-05,1.955e+03,0.16321186995417847,1.89007,0.979042,4.99021,1.64168,116.673
90105-07-01-00,2.065e+03,0.12266918080871568,2.05565,1.29181,4.92703,1.39504,292.214
90105-07-02-00,2.094e+03,0.12374063549470421,2.06259,1.31850,4.96137,1.40283,280.940
90105-07-03-00,2.125e+03,0.12170767741606806,2.08249,1.38529,5.00008,1.38371,304.047
90105-09-02-00,1.574e+03,0.19001424598059835,1.69304,0.573313,6.03555,1.65552,87.6570
90105-09-05-00,1.941e+03,0.1739274291386346,1.82672,0.937209,6.46291,1.50921,165.147
90105-09-06-00,1.107e+03,0.19173186515985705,1.47599,0.227385,5.47379,1.71156,63.1949
90105-09-07-00,1.114e+03,0.21857767636432784,1.25055,9.88506E-02,5.18116,1.97955,38.2656
90105-09-08-01,1.255e+03,0.20344301221166894,1.44933,0.237484,5.51430,1.82547,53.6679
90105-10-01-00,1.104e+03,0.21973696841701065,1.32775,0.137659,5.46630,1.97492,35.7548
90105-10-05-00,1.643e+03,0.1775908171916781,1.82971,0.817696,6.68773,1.49752,134.336
90105-10-06-00,1.079e+03,0.2180605941758996,1.19609,7.07471E-02,4.99887,1.99961,37.8686
90105-10-07-00,1.103e+03,0.21150705984055326,1.28199,0.113431,5.03860,1.92626,43.2717
90108-01-02-00,1.587e+03,0.16070222822417285,1.73746,0.583005,4.97389,1.62412,109.731
90108-01-03-00,1.505e+03,0.17623706224301716,1.60566,0.404467,4.99084,1.76877,74.6389
90108-01-04-00,1.460e+03,0.18688524590163935,1.57402,0.380221,4.98646,1.80549,65.2822
90108-01-05-00,1.454e+03,0.18392739515479764,1.57812,0.373868,4.98467,1.80906,65.4971
90108-01-06-00,1.407e+03,0.19511643680759663,1.49681,0.291926,4.98826,1.90499,52.9336
90412-01-01-00,1.584e+03,0.16181842781761602,1.71264,0.565296,4.99465,1.60380,118.193
90701-01-01-00,1.603e+03,0.18850939899391053,1.64974,0.513587,4.98337,1.79844,70.6173
90701-01-01-02,1.604e+03,0.18613114537153444,1.64230,0.492175,4.91339,1.81927,67.5586
90701-01-02-00,1.540e+03,0.19359274027223983,1.62934,0.484042,4.99214,1.80846,66.4746
90701-01-02-01,1.550e+03,0.1930855424979503,1.61664,0.461535,4.99542,1.82996,64.2117
90701-01-02-02,1.539e+03,0.1932264060026158,1.64453,0.515830,4.95943,1.77647,69.5624
90701-01-02-03,1.533e+03,0.19372668232693102,1.59939,0.434728,4.99230,1.84421,62.6514
90701-01-03-00,1.512e+03,0.20628272251308902,1.57453,0.438590,4.98839,1.84844,59.4397
90701-01-04-00,1.484e+03,0.1973768622139853,1.53847,0.359190,4.99023,1.87633,59.1800
90701-01-05-00,1.429e+03,0.20546932742054694,1.46794,0.287166,4.99294,1.93167,52.0061
90701-01-06-00,1.586e+03,0.16149068322981366,1.54272,0.350865,4.61017,1.70659,102.907
90701-01-07-00,1.529e+03,0.16672497026516478,1.64822,0.448362,4.98412,1.69766,92.2959
90701-01-07-01,1.535e+03,0.16771225428690925,1.66090,0.474763,4.97428,1.68210,94.0602
90701-01-08-00,2.003e+03,0.142811020232458,1.78715,0.780565,4.99470,1.51477,200.584
90701-01-18-00,1.822e+03,0.17122844193301545,1.74969,0.741836,5.86650,1.54382,141.883
90701-01-19-00,1.178e+03,0.1992589915055124,1.29729,0.124286,5.02610,1.89725,48.0256
90701-01-26-00,1.428e+03,0.19856727109917174,1.38047,0.208660,5.21156,1.87009,57.0029
90701-01-48-00,2.166e+03,0.14997774810858924,1.95825,1.16063,4.92246,1.59973,143.660
90701-01-50-00,2.149e+03,0.15083520319122412,1.94184,1.09670,4.97691,1.61664,138.613
90701-01-50-01,2.129e+03,0.15102410548034825,1.99317,1.26141,4.95186,1.56642,145.917
91701-01-01-00,2.099e+03,0.16768045417680455,1.88333,1.01223,4.97986,1.70511,105.865
91701-01-01-01,2.041e+03,0.16749205025282804,1.85036,0.908035,4.98066,1.71886,104.395
91701-01-02-00,2.018e+03,0.1630118890356671,1.85972,0.929739,4.95204,1.66826,117.787
91701-01-02-01,2.020e+03,0.16187259196706602,1.88891,1.01199,4.92931,1.63441,126.000
91701-01-02-02,2.047e+03,0.1640625,1.89057,1.03504,4.99185,1.64084,123.046
91701-01-03-00,2.011e+03,0.17616635001055522,1.82596,0.926154,4.98189,1.70741,102.073
91701-01-03-01,2.017e+03,0.17697856879574536,1.81607,0.901267,4.98721,1.72465,98.3894
91701-01-04-00,1.899e+03,0.16783491280210847,1.87717,0.979392,4.96703,1.63060,115.923
91701-01-06-00,1.895e+03,0.13216787198906668,1.96393,0.991347,4.88479,1.48520,196.687
91701-01-07-00,1.878e+03,0.15726495726495726,1.66915,0.534249,4.66909,1.73135,108.721
91701-01-14-01,1.516e+03,0.17751354393864774,1.63459,0.455870,4.99075,1.71084,86.7029
91701-01-15-00,1.225e+03,0.19712918660287082,1.42006,0.213680,5.27793,1.76649,64.1735
91701-01-22-00,1.345e+03,0.19365079365079366,1.39672,0.207520,5.10653,1.81850,62.2778
91701-01-30-00,2.444e+03,0.15964912280701754,1.83645,1.15152,5.87230,1.48529,248.994
91701-01-30-01,2.479e+03,0.1589189189189189,1.92762,1.43628,6.20878,1.43355,278.616
91701-01-31-00,2.079e+03,0.1308639409839472,2.03781,1.23384,4.98792,1.46668,214.572
91701-01-32-00,1.967e+03,0.15737366044715226,1.94167,1.07617,4.99933,1.59668,126.895
91701-01-32-01,1.956e+03,0.15732487559468475,1.72002,0.655228,4.57688,1.69109,121.534
91701-01-33-01,2.529e+03,0.10178347799801356,2.29431,2.16685,5.35286,1.25378,591.512
91701-01-34-00,1.899e+03,0.1391368624552226,1.86971,0.858530,4.76593,1.51933,176.776
91701-01-34-01,1.902e+03,0.1368337311058075,1.91797,0.935426,4.91073,1.49333,187.481
91701-01-42-00,1.754e+03,0.1506714907708346,1.82064,0.758356,4.99455,1.54061,153.316
91701-01-42-01,1.719e+03,0.15724370587867806,1.79364,0.716661,4.98513,1.57639,131.447
91701-01-43-00,1.677e+03,0.15946482299468664,1.70302,0.558201,4.87934,1.63599,117.311
91701-01-43-01,1.622e+03,0.16611603013083123,1.71522,0.556589,4.98674,1.67560,96.0420
91701-01-44-00,1.487e+03,0.18379036299849644,1.59643,0.408559,4.98152,1.76464,74.4163
91701-01-44-01,1.526e+03,0.17801522452685242,1.59261,0.402281,4.98948,1.74645,83.4845
91701-01-45-00,1.478e+03,0.17983120536680375,1.57916,0.377131,4.96637,1.76402,76.7236
91701-01-48-00,1.782e+03,0.17133056508395017,1.92012,1.06816,7.43842,1.41511,188.281
91701-01-49-00,1.154e+03,0.20516129032258065,1.36199,0.164179,4.95576,1.89928,44.5534
91701-01-50-00,1.306e+03,0.19221351616062682,1.43277,0.230865,5.00146,1.80296,63.6008
91701-01-51-00,1.307e+03,0.20029335071707954,1.43210,0.231095,5.40317,1.82138,58.1701
91701-01-51-01,1.321e+03,0.1981132075471698,1.39311,0.204758,5.27527,1.81443,62.3228
91701-01-51-02,1.323e+03,0.19664867477644404,1.46169,0.256355,5.46046,1.78218,64.1621
91701-01-54-00,1.854e+03,0.16926812348248355,1.94524,1.15170,7.62181,1.40607,204.290
91701-01-54-01,1.625e+03,0.17732366512854317,1.75173,0.677755,6.25840,1.52875,133.053
91701-01-55-00,1.068e+03,0.22239825725319337,1.40930,0.190275,5.54164,1.90419,38.0967
91701-01-56-00,1.144e+03,0.21195551436515292,1.45571,0.228268,5.55990,1.85721,45.2228
91701-01-57-00,1.571e+03,0.20089315921239595,1.36942,0.222832,5.00693,1.87222,66.3920
91701-01-57-01,1.591e+03,0.20114980947924324,1.39457,0.246109,5.12279,1.86797,66.6714
91701-01-57-02,1.609e+03,0.19936583432421723,1.60288,0.469075,5.76656,1.76173,73.6509
91701-01-58-00,1.715e+03,0.17843308759215296,1.60046,0.497269,5.31456,1.60993,124.513
91701-01-58-02,2.217e+03,0.16634466769706335,1.89756,1.23437,6.58451,1.44186,235.367
91701-01-59-00,1.450e+03,0.19300308687343823,1.42378,0.244890,5.24343,1.79053,73.1112
91701-01-59-01,1.413e+03,0.19780054233202776,1.47221,0.282145,5.45498,1.79740,65.9439
91701-01-60-02,1.984e+03,0.16224986479177933,1.93447,1.18104,7.06557,1.39756,245.830
91701-01-64-00,1.674e+03,0.18782047224156484,1.62606,0.493096,4.81109,1.81184,77.9032
91701-01-64-01,1.672e+03,0.18637833724395964,1.66358,0.569080,4.77551,1.74237,88.3388
91701-01-65-00,1.647e+03,0.19547615987662254,1.69675,0.615405,4.99310,1.76812,76.7020
91701-01-65-01,1.656e+03,0.19739280465205442,1.63284,0.516620,4.94728,1.82619,71.1519
91701-01-66-00,1.618e+03,0.1930307198532783,1.69970,0.610081,4.99179,1.74623,78.5503
91701-01-67-00,1.558e+03,0.20363587030253696,1.62162,0.498883,4.98889,1.81096,67.9006
91701-01-68-00,2.115e+03,0.12994523772966887,1.95284,1.11076,4.99205,1.41396,289.941
91701-01-68-01,1.872e+03,0.1434331797235023,1.85055,0.816920,4.98804,1.51453,182.444
91701-01-68-02,1.812e+03,0.14822943235067323,1.84838,0.832784,4.92784,1.50515,179.942
91701-01-69-00,1.770e+03,0.1528612173068754,1.57400,0.413739,4.46286,1.64580,138.308
91701-01-69-01,1.710e+03,0.15877297534659054,1.75628,0.633041,4.96747,1.60885,126.434
91701-01-71-00,3.966e+03,0.12597868638538495,2.22800,3.38297,6.05943,1.31214,702.312
91701-01-71-01,3.716e+03,0.12612900415299277,2.30802,3.67837,6.58812,1.27317,695.540
91701-01-73-00,1.245e+03,0.19989748846745262,1.49547,0.278217,4.99399,1.80429,56.6092
91701-01-74-00,1.458e+03,0.1729709878810136,1.58961,0.389410,5.00008,1.65729,99.6364
91701-01-76-00,1.557e+03,0.17200965184419165,1.54851,0.376459,5.02197,1.62759,115.270
91701-01-76-01,1.421e+03,0.17853643831486923,1.47834,0.278104,4.99987,1.70232,88.0039
91701-01-78-00,1.264e+03,0.20069000336587006,1.38840,0.192107,5.14567,1.84401,56.7866
91701-01-79-00,1.322e+03,0.1952910820835349,1.49738,0.285518,5.50556,1.75699,67.7500
91701-01-79-01,1.481e+03,0.18827427254393544,1.63804,0.475844,5.73415,1.64416,93.1065
91701-01-80-00,1.683e+03,0.18578126980103915,1.79500,0.780175,6.48400,1.56148,119.326
92082-03-01-00,1.210e+03,0.17295764664185717,1.75354,0.504701,6.84736,1.47959,122.678
92437-01-01-00,1.309e+03,0.21367867260218534,1.42898,0.237131,5.43337,1.90181,47.4633
92702-01-01-00,1.427e+03,0.18683954133253391,1.64544,0.460349,5.98772,1.64756,85.9873
92702-01-01-01,1.399e+03,0.18737099610121552,1.47702,0.281100,5.34768,1.72919,78.1307
92702-01-02-00,1.083e+03,0.21539817807816633,1.32907,0.137293,5.35248,1.93042,38.8866
92702-01-02-01,1.114e+03,0.21512957317073172,1.44489,0.212633,5.81070,1.88986,39.6658
92702-01-03-00,1.225e+03,0.2001217073806833,1.47708,0.255261,5.64010,1.77644,58.6220
92702-01-05-00,1.127e+03,0.20245398773006135,1.57845,0.311555,6.52639,1.74496,53.1470
92702-01-05-01,1.470e+03,0.18199065966141273,1.67898,0.519503,5.91898,1.59231,99.0180
92702-01-06-00,9.576e+02,0.2149822695035461,1.98424,0.686311,1000.00,1.53581,40.4947
92702-01-08-00,1.055e+03,0.1756043063172862,1.67514,0.359564,6.59445,1.53950,92.5884
92702-01-08-01,1.103e+03,0.1656447688564477,1.63141,0.325900,6.12127,1.51918,114.697
92702-01-08-02,1.059e+03,0.166970802919708,1.79159,0.466546,7.37268,1.44521,121.558
92702-01-08-03,1.007e+03,0.18156691825236526,1.64568,0.334788,6.32553,1.54566,84.9970
92702-01-09-00,1.044e+03,0.18263810597519728,1.68529,0.373764,6.70970,1.56162,80.7949
92702-01-20-01,1.971e+03,0.18968692449355432,1.86475,1.06984,6.91072,1.56136,112.043
92702-01-20-02,1.921e+03,0.1858072409765864,1.70906,0.721707,5.86656,1.63803,110.456
92702-01-21-00,1.332e+03,0.19102923508209851,1.38754,0.196627,5.02745,1.81904,64.2680
92702-01-21-01,1.351e+03,0.19735078451470475,1.38305,0.203001,4.99574,1.83991,60.0762
92702-01-21-02,1.351e+03,0.1984251968503937,1.55454,0.338449,5.69846,1.79387,59.0391
92702-01-22-00,2.881e+03,0.15156937299634685,1.97627,1.75694,6.36875,1.40771,360.818
92702-01-22-01,2.842e+03,0.1515311709398482,2.01726,1.86453,6.78686,1.38943,369.874
92702-01-28-00,2.826e+03,0.14997910096135578,2.10797,2.20626,7.56529,1.33757,415.293
92702-01-28-01,2.843e+03,0.15080803504002416,2.05529,1.99835,7.20461,1.36811,390.135
92702-01-29-00,1.573e+03,0.18036140470508014,1.76049,0.672759,6.24896,1.54946,111.832
92702-01-30-00,2.088e+03,0.16632401315789475,1.93836,1.28322,6.83646,1.41460,221.506
92702-01-31-00,1.972e+03,0.17260747461654788,1.86092,0.967804,4.96053,1.66351,110.049
92702-01-31-01,1.937e+03,0.17207613598855762,1.86667,0.948694,4.96712,1.67022,104.976
92702-01-32-00,1.834e+03,0.17777262718739137,1.81217,0.818855,4.95993,1.70253,97.1285
92702-01-32-01,1.800e+03,0.17906043437204908,1.79013,0.766269,4.95348,1.71654,92.7756
92702-01-32-02,1.763e+03,0.1770167611238394,1.78876,0.723418,4.98069,1.72945,89.7945
92702-01-33-00,1.732e+03,0.18382352941176472,1.73777,0.664108,4.98227,1.74443,86.8516
94701-01-10-00,1.594e+03,0.19369973190348524,1.77192,0.710308,6.25352,1.61793,84.5238
94701-01-11-00,1.197e+03,0.2063633131887664,1.35630,0.166209,5.00082,1.87946,48.9754
94701-01-12-00,1.049e+03,0.2297799658394454,1.21302,7.77058E-02,4.99951,2.06685,31.9680
94701-01-12-01,1.042e+03,0.23100273196397858,1.20470,7.36613E-02,4.99648,2.08163,30.7057
94701-01-13-00,1.491e+03,0.19534485220619738,1.50361,0.327766,5.23248,1.77992,73.1856
94701-01-34-00,2.029e+03,0.14195819112627986,1.84916,0.924029,5.22727,1.42235,264.693
94701-01-34-01,1.976e+03,0.14262250205310703,1.78836,0.793472,5.00145,1.45200,242.162
94701-01-35-00,2.311e+03,0.1373502994011976,1.87190,1.13738,4.99803,1.38238,357.668
94701-01-46-00,2.126e+03,0.1653209527654421,1.93206,1.27808,6.47166,1.41153,239.361
96701-01-52-00,1.799e+03,0.1442630820931349,1.78286,0.715985,4.82057,1.46727,214.942
